section,field,status,value,source,reason,reason_family
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t005 · ما لا يجوز أخذه منه وحده,NOT_AVAILABLE,,,HUMAN_DECLARED_ONLY,HUMAN_DECLARED_ONLY
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t006 · اللفظ,FROM_CODE,فَأَرَادَ,التوكنات,,
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t006 · path_id,FROM_CODE,RootStemPath,classify_token_paths,,
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t006 · confidence,FROM_CODE,0.55,classify_token_paths,,
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t006 · إفادة لغوية محتملة,NOT_AVAILABLE,,,NOT_OPENED:VERBAL_MADLUL,NOT_OPENED
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t006 · ما لا يجوز أخذه منه وحده,NOT_AVAILABLE,,,HUMAN_DECLARED_ONLY,HUMAN_DECLARED_ONLY
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t007 · اللفظ,FROM_CODE,وَارِثُهُ,التوكنات,,
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t007 · path_id,FROM_CODE,RootStemPath,classify_token_paths,,
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t007 · confidence,FROM_CODE,0.55,classify_token_paths,,
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t007 · إفادة لغوية محتملة,NOT_AVAILABLE,,,NOT_OPENED:VERBAL_MADLUL,NOT_OPENED
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t007 · ما لا يجوز أخذه منه وحده,NOT_AVAILABLE,,,HUMAN_DECLARED_ONLY,HUMAN_DECLARED_ONLY
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t008 · اللفظ,FROM_CODE,طَرْدَهَا،,التوكنات,,
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t008 · path_id,FROM_CODE,RootStemPath,classify_token_paths,,
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t008 · confidence,FROM_CODE,0.55,classify_token_paths,,
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t008 · إفادة لغوية محتملة,NOT_AVAILABLE,,,NOT_OPENED:VERBAL_MADLUL,NOT_OPENED
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t008 · ما لا يجوز أخذه منه وحده,NOT_AVAILABLE,,,HUMAN_DECLARED_ONLY,HUMAN_DECLARED_ONLY
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t009 · اللفظ,FROM_CODE,فَتَحَاكَمَا.,التوكنات,,
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t009 · path_id,FROM_CODE,RootStemPath,classify_token_paths,,
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t009 · confidence,FROM_CODE,0.55,classify_token_paths,,
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t009 · إفادة لغوية محتملة,NOT_AVAILABLE,,,NOT_OPENED:VERBAL_MADLUL,NOT_OPENED
8. مصفوفة الألفاظ: ما يجوز وما لا يجوز,t009 · ما لا يجوز أخذه منه وحده,NOT_AVAILABLE,,,HUMAN_DECLARED_ONLY,HUMAN_DECLARED_ONLY
9. العلاقات اللغوية والحدود,حالُ RELATION_CLOSURE,FROM_CODE,NOT_OPENED,السجلّ,,
9. العلاقات اللغوية والحدود,RELATION_CLOSED_COUNT,NOT_AVAILABLE,,,NOT_OPENED:RELATION_CLOSURE,NOT_OPENED
9. العلاقات اللغوية والحدود,NO_ADJACENT_PAIR_CLOSURE,NOT_AVAILABLE,,,NOT_OPENED:RELATION_CLOSURE,NOT_OPENED
9. العلاقات اللغوية والحدود,صفوفُ العلاقات,NOT_AVAILABLE,,,NOT_OPENED:RELATION,NOT_OPENED
10. المنطوق والمفهوم,المنطوق,NOT_AVAILABLE,,,NOT_OPENED:MUFRAD_DALALAH,NOT_OPENED
10. المنطوق والمفهوم,مفهوم الموافقة,NOT_AVAILABLE,,,NOT_OPENED:MUFRAD_DALALAH,NOT_OPENED
10. المنطوق والمفهوم,مفهوم المخالفة,NOT_AVAILABLE,,,NOT_OPENED:MUFRAD_DALALAH,NOT_OPENED
11. الخطوط المستقيمة الممنوعة,عدد الخطوط في السجل,FROM_CODE,47,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,حقولُ كلّ خطّ,FROM_CODE,source · target · reason · required_bridge · origin_law · failure_code,__dataclass_fields__,,
11. الخطوط المستقيمة الممنوعة,أزواجٌ (مصدر ⟶ هدف) متمايزة,FROM_CODE,44/47,عدٌّ,,
11. الخطوط المستقيمة الممنوعة,Binary -> Text,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · EncodingIdentityGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Unicode -> ArabicLetter #1,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · LetterIdentityGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,CodePoint -> Phoneme #2,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · PhoneticRealisationGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Grapheme -> FunctionalLetter #3,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · LetterFunctionGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,HarakaMark -> CaseFunction,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · HarakaFunctionGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Orthography -> Pronunciation,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · PhoneticRealisationGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Pronunciation -> Syllable,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · SyllableStructureGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Syllable -> Word,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · LexicalIdentityGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Signifier -> WordForm,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · MorphologicalRealisationGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,WordForm -> Meaning,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · SignificationGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Root -> LexicalMeaning,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · DerivationGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Weight -> Agency,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · RelationRoleGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Pattern -> SyntaxRole,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · RelationRoleGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,VerbalSignified -> PureConcept,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · ConceptualAbstractionGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Wadʿ -> Dalālah,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · DomainBoundDalalahGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Dalālah -> ContextualMeaning,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · ContextualResolutionGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,PureConcept -> IntendedMeaning,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · IntentAttributionGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Context -> Relation,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · RelationDeclarationGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Relation -> Ifādah,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · IfadahGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Ifādah -> Judgment,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · JudgmentGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Judgment -> Application,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · ApplicationGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Evidence -> Certainty,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · RankLattice (no auto-promote),CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,LexiconEntry -> Candidate,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · LexiconEvidenceGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Candidate -> Certificate,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · CertificationGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,ResidualHidden -> ApprovedOutput,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · ResidualPolicy (visibility),CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,RankBelow -> RankAbove,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · TransitionGate + RankLattice,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Tool -> Knowledge,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · ToolBoundaryGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Number -> Knowledge,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · ToolBoundaryGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,LCNV -> Knowledge,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · ToolBoundaryGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,HumanVoice -> ArabicText,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · AudioDecodingGate + ASRGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,BinaryAudio -> Text,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · AudioDecodingGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,BinaryAudio -> UnicodeText,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · AudioDecodingGate + ASRGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,BinaryAudio -> Meaning,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · Full pre-text + interpretation chain,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,BinaryText -> Unicode,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · EncodingDecodeGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,BinaryText -> ArabicLetter,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · EncodingDecodeGate + LetterIdentityGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Unicode -> ArabicText,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · UnicodeTextNormalizationGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Unicode -> ArabicLetter #36,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · ArabicLetterIdentityGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,CodePoint -> Phoneme #37,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · PhonemeEvidenceBridge,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Grapheme -> FunctionalLetter #38,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · FunctionalLetterGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,VocalizedText -> ValidAnalysis,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · TextEntryValidationGate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,DeclaredEntry -> OntologicalOrigin,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · none — refusal is constitutional,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Identity -> Truth,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · Gamma + Gate + Evidence + Rank,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Matching -> Meaning,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · Signification chain + Gate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Potentiality -> Actuality,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · Opening control + Closure + Gate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Opening -> Closure,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · Γ then Gate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Closure -> Certificate,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · Rank lattice + Gate,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,Candidate -> Truth,FROM_CODE,FORBIDDEN_STRAIGHT_LINE · Certification gate + Evidence,CANONICAL_REGISTRY,,
11. الخطوط المستقيمة الممنوعة,هل اشتعلت في runner؟,NOT_AVAILABLE,,,NOT_EMITTED_BY_RUNNER,NOT_EMITTED_BY_RUNNER
12. مصفوفة المناط: أسئلة المالك,أسئلةُ المناط,NOT_AVAILABLE,,,NOT_OPENED:MANAT,NOT_OPENED
12.b سجل الغموض اللغوي الموقوف على المالك,مواضعُ الغموض,NOT_AVAILABLE,,,OWNER_DECISION,OWNER_DECISION
13. التنزيل وما سُحب,حالُ HUKM,FROM_CODE,NOT_OPENED,السجلّ,,
13. التنزيل وما سُحب,حالُ TANZIL,FROM_CODE,NOT_OPENED,السجلّ,,
13. التنزيل وما سُحب,الدعاوى وأسبابُها,NOT_AVAILABLE,,,HUMAN_DECLARED_ONLY,HUMAN_DECLARED_ONLY
14. الحكم النهائي على الوثيقة,STATE·DECLARED_NOT_IMPLEMENTED,FROM_CODE,10/160,عدٌّ,,
14. الحكم النهائي على الوثيقة,STATE·DEFERRED,FROM_CODE,10/160,عدٌّ,,
14. الحكم النهائي على الوثيقة,STATE·EXECUTED,FROM_CODE,10/160,عدٌّ,,
14. الحكم النهائي على الوثيقة,STATE·NOT_APPLICABLE,FROM_CODE,10/160,عدٌّ,,
14. الحكم النهائي على الوثيقة,STATE·NOT_OPENED,FROM_CODE,120/160,عدٌّ,,
14. الحكم النهائي على الوثيقة,HINT·missing_context:FORMAL_ONLY,FROM_CODE,10/160,عدٌّ,,
14. الحكم النهائي على الوثيقة,HINT·previous_gate_not_proven,FROM_CODE,120/160,عدٌّ,,
14. الحكم النهائي على الوثيقة,HINT·runtime_implementation_missing,FROM_CODE,10/160,عدٌّ,,
14. الحكم النهائي على الوثيقة,RESIDUAL·RUNTIME_CONTEXT_PENDING,FROM_CODE,150/160,عدٌّ,,
14. الحكم النهائي على الوثيقة,RANK·ZERO->ZERO,FROM_CODE,160/160,عدٌّ,,
14. الحكم النهائي على الوثيقة,CLAIM_PROJECT_FINISHED,FROM_CODE,NO,ثابتٌ في المولّد,,
14. الحكم النهائي على الوثيقة,سبب,NOT_AVAILABLE,,,HUMAN_DECLARED_ONLY,HUMAN_DECLARED_ONLY
14. الحكم النهائي على الوثيقة,شروط,NOT_AVAILABLE,,,HUMAN_DECLARED_ONLY,HUMAN_DECLARED_ONLY
14. الحكم النهائي على الوثيقة,مانع,NOT_AVAILABLE,,,HUMAN_DECLARED_ONLY,HUMAN_DECLARED_ONLY
