Sura_No,Verse_No,Word_No,Word,Normalized_Word,Verdict,Termination,Peel_Count,Peeled_Prefixes,Licenses,Stem_Surface,Stem_Pattern,Stem_Consonants,Closed_Form_Proof,Deferred_Candidate_Prefix,Root_Work,Root_Proven,Stem_Proof,Note,Trace_Anchor,Parent_Anchor
2,282,87,أَجَلِهِ,أَجَلِهِ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,أَجَلِهِ,CV·CV·CV·CV,4,NOT_MATCHED,أَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: أَ — INTERROGATIVE_HAMZA_PREFIX = DEFER,aslot/axis4/2:282:87,aslot/axis3/2:282:87
2,282,88,ذَلِكُمْ,ذَلِكُمْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,ذَلِكُمْ,CV·CV·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:88,aslot/axis3/2:282:88
2,282,89,أَقْسَطُ,أَقْسَطُ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,أَقْسَطُ,CVC·CV·CV,4,NOT_MATCHED,أَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: أَ — INTERROGATIVE_HAMZA_PREFIX = DEFER,aslot/axis4/2:282:89,aslot/axis3/2:282:89
2,282,90,عِنْدَ,عِنْدَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,عِنْدَ,CVC·CV,3,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:90,aslot/axis3/2:282:90
2,282,92,وَأَقْوَمُ,وَأَقْوَمُ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «أَقْوَمُ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة وَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/2:282:92,aslot/axis3/2:282:92
2,282,93,لِلشَّهَادَةِ,لِشْشَهَاْدَةِ,DEFER,DEFER_ELIDED_LETTER_NOT_RESTORABLE,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,القطع مشروعٌ عند 2 بعقد الغياب، والبقية «شْشَهَاْدَةِ» لا تقوم بنفسها (SYLLABLE_WITHOUT_ONSET): الحرف الغائب بدءُ مقطعها، وردُّه إنشاءٌ لا كشف,aslot/axis4/2:282:93,aslot/axis3/2:282:93
2,282,94,وَأَدْنَى,وَأَدْنَاْ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «أَدْنَاْ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة وَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/2:282:94,aslot/axis3/2:282:94
2,282,95,أَلَّا,أَلْلَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,أَلْلَاْ,CVC·CVV,3,NOT_MATCHED,أَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: أَ — INTERROGATIVE_HAMZA_PREFIX = DEFER,aslot/axis4/2:282:95,aslot/axis3/2:282:95
2,282,96,تَرْتَابُوا,تَرْتَاْبُوْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَرْتَاْبُوْ,CVC·CVV·CVV,4,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/2:282:96,aslot/axis3/2:282:96
2,282,97,إِلَّا,إِلْلَاْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:97,aslot/axis3/2:282:97
2,282,98,أَنْ,أَنْ,ACCEPT,CLOSED_REMAINDER,0,,,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:98,aslot/axis3/2:282:98
2,282,99,تَكُونَ,تَكُوْنَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَكُوْنَ,CV·CVV·CV,3,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/2:282:99,aslot/axis3/2:282:99
2,282,100,تِجَارَةً,تِجَاْرَةَنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تِجَاْرَةَنْ,CV·CVV·CV·CVC,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:100,aslot/axis3/2:282:100
2,282,101,حَاضِرَةً,حَاْضِرَةَنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,حَاْضِرَةَنْ,CVV·CV·CV·CVC,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:101,aslot/axis3/2:282:101
2,282,102,تُدِيرُونَهَا,تُدِيْرُوْنَهَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تُدِيْرُوْنَهَاْ,CV·CVV·CVV·CV·CVV,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:102,aslot/axis3/2:282:102
2,282,103,بَيْنَكُمْ,بَيْنَكُمْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,بَيْنَكُمْ,CVC·CV·CVC,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:103,aslot/axis3/2:282:103
2,282,104,فَلَيْسَ,فَلَيْسَ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «لَيْسَ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة فَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/2:282:104,aslot/axis3/2:282:104
2,282,105,عَلَيْكُمْ,عَلَيْكُمْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,عَلَيْكُمْ,CV·CVC·CVC,5,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:105,aslot/axis3/2:282:105
2,282,106,جُنَاحٌ,جُنَاْحُنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,جُنَاْحُنْ,CV·CVV·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:106,aslot/axis3/2:282:106
2,282,107,أَلَّا,أَلْلَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,أَلْلَاْ,CVC·CVV,3,NOT_MATCHED,أَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: أَ — INTERROGATIVE_HAMZA_PREFIX = DEFER,aslot/axis4/2:282:107,aslot/axis3/2:282:107
2,282,108,تَكْتُبُوهَا,تَكْتُبُوْهَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَكْتُبُوْهَاْ,CVC·CV·CVV·CVV,5,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/2:282:108,aslot/axis3/2:282:108
2,282,109,وَأَشْهِدُوا,وَأَشْهِدُوْ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «أَشْهِدُوْ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة وَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/2:282:109,aslot/axis3/2:282:109
2,282,110,إِذَا,إِذَاْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,إِذَاْ,CV·CVV,2,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:110,aslot/axis3/2:282:110
2,282,111,تَبَايَعْتُمْ,تَبَاْيَعْتُمْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَبَاْيَعْتُمْ,CV·CVV·CVC·CVC,6,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/2:282:111,aslot/axis3/2:282:111
2,282,112,وَلَا,وَلَاْ,ACCEPT,CLOSED_REMAINDER,1,وَ,LIC:1,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:112,aslot/axis3/2:282:112
2,282,113,يُضَارَّ,يُضَاْرْرَ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,يُضَاْرْرَ,CV·CVVC·CV,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:113,aslot/axis3/2:282:113
2,282,114,كَاتِبٌ,كَاْتِبُنْ,BLOCK,BLOCK_SYLLABLE_BOUNDARY_CROSSED,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,القطع عند 2 يعبر حدًّا مقطعيًّا (CVV·CV·CVC),aslot/axis4/2:282:114,aslot/axis3/2:282:114
2,282,115,وَلَا,وَلَاْ,ACCEPT,CLOSED_REMAINDER,1,وَ,LIC:1,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:115,aslot/axis3/2:282:115
2,282,116,شَهِيدٌ,شَهِيْدُنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,شَهِيْدُنْ,CV·CVV·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:116,aslot/axis3/2:282:116
2,282,117,وَإِنْ,وَإِنْ,ACCEPT,CLOSED_REMAINDER,1,وَ,LIC:1,,,0,PROVEN,,NONE,NO,NOT_CLAIMED,صورةٌ مغلقة مبرهنة — كلمةٌ تامّة لا جذع,aslot/axis4/2:282:117,aslot/axis3/2:282:117
2,282,118,تَفْعَلُوا,تَفْعَلُوْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,تَفْعَلُوْ,CVC·CV·CVV,4,NOT_MATCHED,تَ,NONE,NO,NOT_CLAIMED,مرشّحٌ مؤجَّل: تَ — سابقةُ مضارعٍ/سين: مرشّحٌ لا ترخيص,aslot/axis4/2:282:118,aslot/axis3/2:282:118
2,282,119,فَإِنَّهُ,فَإِنْنَهُ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «إِنْنَهُ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة فَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/2:282:119,aslot/axis3/2:282:119
2,282,120,فُسُوقٌ,فُسُوْقُنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,فُسُوْقُنْ,CV·CVV·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:120,aslot/axis3/2:282:120
2,282,121,بِكُمْ,بِكُمْ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «كُمْ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة بِ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/2:282:121,aslot/axis3/2:282:121
2,282,122,وَاتَّقُوا,وَاْتْتَقُوْ,BLOCK,BLOCK_SYLLABLE_BOUNDARY_CROSSED,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,القطع عند 2 يعبر حدًّا مقطعيًّا (CVVC·CV·CVV),aslot/axis4/2:282:122,aslot/axis3/2:282:122
2,282,124,وَيُعَلِّمُكُمُ,وَيُعَلْلِمُكُمُ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «يُعَلْلِمُكُمُ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة وَ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/2:282:124,aslot/axis3/2:282:124
2,282,127,بِكُلِّ,بِكُلْلِ,DEFER,DEFER_REMAINDER_STANDING_UNPROVEN,0,,,,,0,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,قيامُ البقيّة «كُلْلِ» بنفسها غيرُ معلوم: لا شاهدَ مستقلّ، والجردُ مشتقٌّ فلا يُسأل عن الإغلاق. والسابقة بِ جائزةٌ لا واقعة — والقبولُ دعوى كالمنع سواء.,aslot/axis4/2:282:127,aslot/axis3/2:282:127
2,282,128,شَيْءٍ,شَيْءِنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,شَيْءِنْ,CVC·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:128,aslot/axis3/2:282:128
2,282,129,عَلِيمٌ,عَلِيْمُنْ,ACCEPT,STEM_NOT_FURTHER_PEELABLE,0,,,عَلِيْمُنْ,CV·CVV·CVC,4,NOT_MATCHED,,NONE,NO,NOT_CLAIMED,,aslot/axis4/2:282:129,aslot/axis3/2:282:129
